note_id,note_text
"1478","Bus continues to Lindfield East Public School"
"1479","Bus travels via Catalpa Crescent"
"1480","Bus operates via Pacific Highway, College Crescent, Malsbury Road, Sefton Road, Chilvers Road, Duffy Avenue and Quarter Sessions Road (or vice versa). Bus diverts via Normanhurst Station west side  (Malsbury Rd)"
"1481","Bus commences from Turramurra High School at 08:16..Bus diverts via Normanhurst West Public School and route 588 through Hornsby South to Hornsby"
"1482","Service operate via Bobbin Head Road and Curagul Road prior to arrival at Kuring-gai Creative Arts High School"
"1483","Bus diverts from Pacific Highway via Findlay Avenue, Alexander Pde, Kings Avenue and MacLaurin Pde on school days only"
"1484","Bus diverts via Addison Avenue and Moore Street, not via Roseville Avenue, Gerald Avenue, Dudkey Avenue, Gregory Street and Clanville Road"
"1485","Bus diverts via Livingstone Avenue and Pacific Highway  at 15:43"
"1486","Bus travels via Kooloona Loop and via West Pymble Public School"
"1487","Bus commences from Normanhurst Public School at 08:45"
"1489","Bus diverts to Asquith Public School on school days only"
"1490","Bus operates via Quarter Sessions Road,Duffy Avenue, Chilvers Road, Sefton Road, Malsbury Road, College Cresant and Pacific Highway on return to Hornsby.Combined 587-588. Bus operates via route 588 through Hornsby South to Clarke Road, then via Unwin Road, Edwards Road and Denman Parade, then route 588 through Normanhurst West to Chilvers Road, then normal route 587"
"1492","Does not operate during school holidays"
"1493","Pick up all stops, First Set Down Awaba St Mosman, via Battle Boulevarde.  Frensch Forest Rd Closure as normal to Wakehurst Pwy, Right Warringah Rd (temp stop), Left Allambie Rd, Right Frenchs Forest Rd E then as normal"
"1519","Diverts via Mountainview Retreat Retirement Village"
"1520","Direct via New Line Rd, not via Hastings Rd and Old Northern Rd"
"1521","Diverts via New Line Rd (L) Victoria Rd (R) Loftus Rd (L) Pennant Hills Rd (School days only)"
"1522","Diverts via Galston High School (School days only)"
"1523","Diverts via St Madeleines Primary and Marian College School Bus Bay (School days only)"
"1524","Diverts via Lorien Novalis School (School days)"
"1525","Diverts via Galston HS (School days only)"
"1526","Trip terminates at Connells Point Rd at Kyle Pde"
"1527","From Homer St bus operates via Bexley Rd to New Illawara Rd omitting Earlwood Shops & Bardwell Park Station"
"1528","This service operates via Salt Pan Rd omitting Belmore Rd between Clarendon Rd & Shenstone Rd"
"1529","Diverts to Hurstville South Public School, Maher St omitting Hillcrest Ave between King Georges Rd & Denman St"
"1530","From Canarys Rd bus operates via King Georges Rd direct to Beverly Hills omitting Roselands Shopping Centre"
"1531","ON SCHOOL DAYS, after arrival at Gladesville, trip continues to Riverside Girls High via Victoria Rd and  Huntleys Point Rd.  DOES NOT OPERATE ON SCHOOL HOLIDAYS"
"1533","Bus omits Macarthur Square operating via Hurley St direct..Bus operates via North Wollongong Beach on public school holidays omitting Keira St & Flinders St between Bourke St & Burelli"
"1534","Bus operates via North Wollongong Beach on public school holidays omitting Keira St & Flinders St between Bourke St & Burelli"
"1548","Operates Monday Wednesday & Friday Only"
"1550","Bus commences from Horsley Road and Greenway Place 4 minutes earlier"
"1551","Public school days bus diverts via Pye Rd, omitting Chase Dr"
"1552","G - Public school days bus diverts from Andromeda Dr via Goldmark Cres (1st crossing) to Marrett Way, omitting Andromeda Dr & Goldmark Cres between Goldmark Cres (1st crossing) & Marrett Way.T - Public school holidays bus operates through timing point 5 minutes later than time shown.(G+T)"
"1555","On school days only, bus continues to Berowra Christian School, Berowra Public School, St Bernards and Wideview Public School"
"1556","Bus commences from Alston Road & Turner Street at 15:32"
"1557","Diverts via Hills Grammar School Bus Bay (School days only)"
"1558","Bus diverts from corner Sherringham Rd & Pendock Rd via Sherringham Rd, The Northern Rd & Borrowdale Way, omitting part of Sherringham Rd. Public school days bus operates through timing point 5 minutes earlier than time shown"
"1559","Bus runs to Wyong TAFE via Owen St, North Rd & Porter St"
"1561","E85, IN: Pick up and set down all stops to Dee Why B-Line Pittwater Rd, then pick up and set down at Warringah Mall, Neutral Bay Jct then Wynyard"
"1562","Transfer Passengers for Cessnock Correctional Centre to Route 163 at 1015"
"1565","S:School Days Only"
"1566","S:Operates School Days Only"
"1567","Diverts via Redfield College Bus Bay"
"1568","Diverts via Oakhill College Bus Bay (School days only)"
"1569","Diverts via Hills Grammar School Bus Bay. Kenthurst (R) Hills Grammar"
"1570","Continues to Pennant Hills High School (Laurence St) (School days only)"
"1571","Diverts via Oakhill College, Old Northern Rd, Crane Rd, Old Castle Hill Rd"
"1572","Operates Early Saturday Morning Only"
"1573","Diverts Via Denison & Beaumont Sts. Operates Early Saturday Morning Only"
"1574","Diverts Via Denison & Beaumont Sts Operates Early Sunday Morning Only"
"1575","Diverts Via Denison & Beaumont Sts Operates Early Saturday Morning Only"
"1576","F.Operates Early Saturday Morning Only"
"1577","Diverts Via Denison & Beaumont Sts Operates Early Saturday Morning Only.F"
"1578","Diverts Via Denison & Beaumont Sts. Operates Early Saturday Morning Only.F"
"1579","Omit Lake Munmorah. Catch bus on Pacific Hwy"
"1580","Diverts via Sanctuary"
"1581","Diverts via Bolton Pt"
"1582","On School Days only diverts via Eurimbla St, Railway Ave & Glenroy St"
"1583","On School Days only diverts via Edwards Ave, Somerset Dr, Thomas Coke Dr & John Aruthur Ave"
"1584","On School Days only bus diverts via Glendale HS"
"1585","On School Days only diverts via Callaghan College"
"1586","On School Days only bus extends to Toronto PS"
"1587","Trip operates via Rosemary Row"
"1588","Operates direct via Lake Rd NOT via Elermore Vale"
"1589","On School Days only diverts via Bishop Tyrell College"
"1590","Operates direct via Newcastle Rd NOT via Blue Gum Rd"
"1591","On School Days only bus diverts via St Patricks PS"
"1592","On School Days only bus diverts via St Pauls High School"
"1593","On School Days only bus diverts to Callaghan College Jesmond"
"1594","Operates direct to Wangi Point via Wangi Rd and Donnelly Rd"
"1595","Operates Friday Only"
"1596","On School Days only diverts via Wangi Wangi PS"
"1597","On School Days only diverts via John Arthur Ave, Thomas Coke Dr, Somerset Dr &  Edwards Ave"
"1598","On School Days only trip commences from the corner of Raymond Terrace and Turners Rds, Woodberry and operates via Raymond Terrace, R Woodberry, L Kookaburra, R Lark, R Lawson then normal route"
"1599","Bus diverts via Bolton Pt"
"1600","On School Days only bus diverts via Toronto HS"
"1601","On School Days only diverts via  L Martinsville Rd, L Mathews Valley Rd, U Turn at Sylvester Rd return Via Mathews Valley Rd, R Martinsville Rd, L Freemans Dr"
"1602","On School Days only bus diverts to East Maitland PS and St Joseph's East Maitland via L William St, L Hwy, L King St, R Lawes St"
"1603","On School Days only bus diverts via St Patricks Primary School"
"1604","Operate direct to Toronto via Donnolly Rd and Wangi Rd"
"1605","Bus diverts R Suttor L Garth R Main"
"1606","On School Days only bus diverts via St Pauls HS"
"1607","Diverts School Days Only"
"1608","Bus diverts via Woodlands Estate"
"1609","On School Days only bus diverts to West Wallsend PS"
"1610","Bus diverts via Garth St and Suttor St and via Ridley St and Crest Ave"
"1611","Diverts via Fassifern Stn"
"1612","On School Days only bus diverts to West Wallsend HS"
"1613","On School Days only bus diverts to Bishop Tyrell College"
"1614","Bus diverts via Woodrising"
"1615","Between Arcadia Vale and Rathmines operate direct via Clydebank Rd, Rothley Gardens, Secret Corner Rd, Fishing Point Rd and Rosemary Row"
"1616","Bus diverts via Ridley St & Crest Ave"
"467","Bus operates to and from Oran Park before arriving at Gregory Hills"
"470","Bus terminates at the corner of Lancia Dr and Chester Rd"
"471","Via Oxford Rd, Bugatti Dr (NOT Cumberland, Chester, or RSL). Departs station 3.05 school vac"
"473","On school days diverts via Chamberlain St, Moore-Oxley Bypass & Dumaresq St to Hurley St"
"474","Bus operates firstly via Minto Marketplace then to St Andrews"
"476","Operates via Tenth Av, Fourth Av & Fifteenth Av to Rutleigh Park and returns via Fifteenth Av"
"479","Bus commences from Leacocks Lane and Hume Hwy 1 minute earlier"
"482","Operates Via Freeway"
"483","Operates via Freeway"
"484","Via Freeway. A restriction regarding the carriage of schoolchildren applies to part or all of this trip"
"486","Diverts via South Creek Rd, Inman Rd,  Middleton Rd, South Creek Rd & Parkes Rd"
"489","passengers allowed to remain on bus for next trip"
"490","A restriction regarding the carriage of schoolchildren applies to part or all of this trip"
"492","Transfer at Maroubra Junction for Circular Quay"
"494","On Friday & Saturday nights, operates William Street then Kings Cross Rd, Bayswater Rd then as normal"
"495","Diverts via Willoughby Depot"
"496","Operate via Freeway. A restriction regarding school children applies to part or all of this trip"
"497","Trip extends to La Perouse  on THURSDAY NIGHT ONLY"
"498","Direct via Little Bay Rd"
"500","A restriction regarding the carriage of Schoolchildren applies to all or part of this trip"
"502","A restriction regarding the carriage of some Schoolchildren applies to all or part of this trip"
"504","Set down in Grand Parade opposite Teralba Road"
"506","School days. Operates to Brookvale Shops"
"508","Direct via Prince Edward St, Malabar. Trip operates to La Perouse on REQUEST only"
"509","Direct via Prince Edward St, Malabar"
"510","A restriction regarding the carriage of Schoolchildren applies to part or all of this trip"
"513","First Set Down Greenwich Rd"
"514","on school days only trip commences from Chatswood Station"
"515","On School Days Trip Operates via Balgowlah Heights Public School"
"516","on school days diverts to Eastwood schools"
"517","First Set Down Newport Shops"
"518","Take up only pupils of St. Scholasticas School Glebe. via George Street,  Broadway, Glebe Pt Rd,(L) Toxteth (R) Avenue Rd.Set Down pupils in Avenue Rd"
"519","First Set Down Parkes Rd, Collaroy Plateau"
"520","First Set Down Bardo Rd Newport"
"521","First Set Down South Creek Rd"
"522","First Set Down Parriwi Rd"
"523","On school days trip operates via Manly West Primary and Manly Public"
"524","on school days operates via Auburn Girls high"
"525","First Set Down Harbord & Headland Rds"
"526","On departure from  St Patricks College first stop Five Dock Shops"
"527","On school days trip operates via Balgowlah Heights Public"
"528","School days only Diverts via (R) Victoria, left Marist (SET DOWN OLMC pupils), L. Market, L. Church, R. Victoria,  R. Wilde, Station R. Argyle"
"529","First Set Down South Creek Road,Dee Why"
"530","On school days only this trip diverts via Alexandria Park School"
"531","First Set Down South Creek Rd.  First Set Down South Creek Rd"
"532","School days. Operates via Macpherson, L Forest to Mater Maria Turning Area then via Forest, L Ponderosa"
"533","on school days extends from Carlingford Stn to Cumberland & James Ruse High Schools"
"534","Trip operates school days only"
"535","First Set Down McIntosh Rd & Alfred St, Narraweena"
"536","On school days, diverts via Ryde Secondary School"
"537","On school days, diverts via Ryde Secondary College"
"538","First Set Down Victoria Av, Willoughby"
"539","First Set Down Centennial Av"
"540","First Set Down Prince St, Cremorne"
"541","First Set Down Allambie Heights Shops"
"542","After departure from Manly Wharf, First Set Down Mona Vale Junction. Does not operate via Newport Loop"
"543","First Set Down Dee Why Beach"
"544","on School days diverts via Auburn Girls High"
"546","FIRST SET DOWN DOVER & OLD SOUTH HEAD RDS. Pick-up Baronga Ave lay-up area, R Queens Park Rd, L Bourke St, R Birrell St, L Council St, L Bondi Rd, R Old South Head Rd, L Dover Rd, R New South Head Rd, L Vaucluse Rd, Wentworth Rd, R Fitzwilliam Rd, L Hopetoun Ave, into Robertson Pl, into Military Rd terminus"
"547","School days. Operates via Ponderosa, R Forest to Mater Maria turning area inside school grounds, then via Forest, R Macpherson"
"550","First Set Down Warringah Mall"
"551","First Set Down Jenkins Rd"
"552","on school days diverts via Eastwood schools"
"553","On school days operates via Manly West Primary"
"554","First Set Down Stella Maris"
"555","On school days operates vis Auburn Girls high"
"556","First Set Down Maretimo & Upper Beach St"
"557","First Set Down Awaba St"
"558","Diverts to Warringah Aquatic Centre. A restriction regarding School Children applies on part or all of this trip"
"560","First Set Down Mona Vale"
"561","First Set Down South Curl Curl"
"562","FIRST SET DOWN DOVER & OLD SOUTH HEAD RDS. Pick-up Baronga Ave lay-up area, R Queens Park Rd, L Bourke St, R Birrell St, L Council St, L Bondi Rd, R Old South Head Rd, R Robertson Pl, into Military Rd to terminus"
"563","First Set Down Lane Cove"
"564","After departure from Manly Wharf First Set Down Waterloo St, Narrabeen"
"565","First Set Down Carlingford Station"
"566","Diverts to Mona Vale Public School"
"567","First Set Down Burwood Rd & Downes St, Belfield"
"568","First Set Down Pittwater Rd & Carlton St Manly, Pick up all stops"
"569",":Diverts to JJ Cahill High School"
"570","First Set Down Dee Why Fire Station"
"571","After North Sydney Station, First set down South Creek Road,Dee Why"
"572","First Set Down Kenneth Rd.  A restriction regarding the carriage of Schoolchildren applies to part or all of this trip"
"574","BUs diverts via Manly Public on school days"
"575","At Manly HS load only at first 2 stops, do not open doors if 2  buses are already loading. First Set Down Sth Creek Rd. Via Harbord, L Abbott, Pitt, L Griffin, The Strand, L Howard, R Pittwater"
"576","Pick up Sydney Road near Dudley Street. Operate via Sydney Rd, L Condamine St,L Kentwell Rd,R Allambie Rd,L Frenchs Forest Rd East,R Patanga Rd,R Iris St,L Oxford Falls Rd. Terminate at Oxford Falls Grammar"
"577","First Set Down Brookvale Oval"
"578","Diverts to Manly High on school days"
"579","First set down Seaforth Shops"
"580","FIRST SET DOWN RYDE BRIDGE"
"581","First Set Down Battle Bvde"
"582","via Cambridge L. Oxford route 295"
"583","On school days trip operates via Mackellar Girls High"
"584","First Set down Pomeroy & George Sts"
"585","First set down Gladesville shops"
"586","Diverts to Warringah Aquatic Centre. Operates from Manly Public on school days"
"587","First Set Down Warringah Rd at Alfred St"
"588","First Set Down Spit Junction"
"589","First Set Down Wyuna Av & Oliver St, Harbord"
"591","On school days trip operates via Manly West Primary"
"592","on school days only trip extends to Chatswood Station"
"903","Diverts via Lorien Novalis (School Days)"
"904","Bus diverts via Oakhill College (School days)"
"906","Diverts via Pendle Hill HS (School Days)"
"908","Diverts via Greenbank Dr loop"
"910","Bus diverts via Arndell College (school days) and commences 12 minutes later during school holidays"
"930","Via Dobell Drive, L Watkins Rd, R French Rd, L Watkins Rd"
"954","Service Travels to Albion Park Shops"
"960","Bus continues to Guildford along Route 821"
"962","Bus operates directly to Liverpool Station via Moore St and does not pass Westfield in Elizabeth St or Liverpool Hospital"
"963","Bus operates directly to Liverpool Station via Moore St. (L) Bathurst St, (R) Moore St"
"965","Bus operates direct via Cartwright Ave"
"966","Via Miller (L) Cabramatta (R) Cartwright. NOT via Miller Shops"
"968","This trip does not operate via Prairiewood T-Way Station"
"969","Then operates via route 809 to Pemulwuy Marketplace - show 811"
"973","Continues to Nijong Drive at Wombat Street"
"974","Bus continues to Merrylands as route 809"
"988","Bus operates directly via Sparks Rd and Albert Warner Dr to Warnervale Station"
"990","School Days Only"
"992","Bus operates via Richmond Rd, George St & Rifle Range Rd to Bede Polding College. Change buses to Route 675A to continue journey"
"993","Bus service diverts by The Ridge and The Crescent.School Days Only"
"994","Commences from Princes Hwy and Lawrence Hargrave Dr at 0740 and runs via Parkes St.School Days Only"
"995","Bus service diverts by Walker St.School Days Only"
"996","Bus travels via Princes Hwy. Parkes St & Cemetery Rd.During School Holidays bus terminates at Tabratong Rd & Walker St"
"997","Bus travels via Princes Hwy. Parkes St & Cemetery Rd on Schools Days only.During School Holidays bus terminates at Tabratong Rd & Walker St"
"998","During school holidays bus operates 10 minutes earlier"
"999","Bus service diverts by Walker Street..School Days Only"
"1000","Bus service diverts by Walker St"
"1001","Bus service diverts by Walker St.Bus service diverts via Parkes St.School Days Only"
"1002","Bus service diverts via Parkes St.School Days Only"
"1003","Bus service diverts by Walker St.Bus service diverts via Parkes St"
"1004","Bus travels via Princes Hwy Parkes St and Cemetery Rd"
"1005","Bus service diverts via Parkes St"
"1006","During School Holidays bus terminates at Tabratong Rd & Walker St"
"1007","Bus service diverts via Parkes St on School Days only.Bus travels via Princes Hwy. Parkes St & Cemetery Rd on Schools Days only.During School Holidays bus terminates at Tabratong Rd & Walker St"
"1008","Bus service diverts via Parkes St.Bus travels via Princes Hwy. Parkes St & Cemetery Rd"
"1011","U:Terminates at Unanderra Shops"
"1014","A:All Stops"
"1015","On school days diverts via Sackville St, Collins Prom. Oxford & Cumberland Rds & Norfolk St"
"1016","On school days bus does not operate along Reserve Rd"
"1017","Bus operates via route 872 (Parkhill Av) between Pembroke Rd and Townson Av"
"1018","Bus operates on school days only"
"1019","Rte 867 via Prestons. Bus does not travel along Camden Valley Way between Ash & Corfield Rds"
"1020","Bus operates on school days only..Bus operates via Heath & Rickard Rds in Leppington"
"1021","NOT via Braidwood Dr loop. Bus operates along Corfield Rd, Braidwood Dr and Wroxham St"
"1022","On school days bus diverts via De Meyrick Ave, Reserve Rd and Old Kurrajong Rd"
"1024","On school days bus diverts via Burrendong Rd to Leumeah Public School"
"1025","Connecting bus operates via Eastwood, Alma & Anthony Rds to Eastwood Rd on request to driver"
"1026","Bus operates on school days only..Bus stops in Casula Mall in Ingham Dr, then via Myall, Box, Pine & Beech Rds to Kurrajong Rd"
"1027","Journey operates on request only. Please request when boarding bus"
"1028","On school days bus diverts via Casula High School. Bus operates via Leacocks Lane"
"1030","During school vacation, bus departs 7 minutes later"
"1031","Bus operates on school days only..Bus operates via Reserve Rd and Graham Ave to Hume Hwy"
"1032","This trip departs at 15.08 during school vacation periods"
"1033","On school days bus diverts via Sackville St Primary School (not via Cumberland Rd)"
"1034","Combined service. Via Route 874 (Raby) then setting down on request along Route 875"
"1035","Bus operates during school vacation only"
"1037","Bus operates on school days only..On school days operates via Camden Valley Wy and Hume Hwy between Horningsea Pk & Graham Av"
"1047","Buses operate to Bateau Bay Square Only"
"1049","Trip operates via Ingall St"
"1052","Public school holidays bus operates 10 minutes later than time shown"
"1053","Public school holidays bua departs approx. 3-5 minutes later than time shown"
"1054","Bus omits Macarthur Square operating via Hurley St direct..Bus operates via Glen Alpine Dr & Heritage Way to the corner of Mt Sugarloaf Dr & Heritage Way then normal Route 886"
"1055","Bus operates via Cawdor Rd & Burragarong Rd to or from Camden omitting Werrombi Rd & Mayfarm Rd..During public school holidays bus operates 5 minutes later than time shown"
"1056","Bus operates via Werombi Rd & Cawdor Rd omitting Cobbity"
"1057","Bus operates public school days only.Bus operates to or from Campbelltown Station via Broughton St direct omitting Dumaresq St"
"1058","On school days bus operates via Route 891 through Currans Hill"
"1059","Bus operates Friday nights only..Combined Route 884-885 service operating via Airds then Bradbury"
"1060","Bus runs Fridays only"
"1061","Bus departs from Camden Valley Way adjacent to Narellan Town Centre..Bus operates via Narellan Rd & Hurley St direct omitting Macarthur Square"
"1062","Bus operates via Cawdor Rd Westbrook Rd & Fosters Lane to or from Burragorang Rd omitting Werombi Rd & Mayfarm Rd"
"1063","Bus operates via Werombi Rd between SIlverdale Rd & Bobs Range Rd"
"1064","Bus operates public school days only..Bus operates via Glen Alpine Dr & Heritage Way to the corner of Mt Sugarloaf Dr & Heritage Way then normal Route 886"
"1065","Combined Route 883/883K service. Operates via Kentlyn to Campbelltown"
"1066","Bus operates Friday nights only..Bus operates via Narellan Rd & Hurley St direct omitting Macarthur Square"
"1067","Bus oporates public school days only"
"1068","Bus omits Macarthur Square operating via Hurley St direct..Bus operates public school days only"
"1069","Bus operates via Werombi & Cawdor Rd omitting Cobbity"
"1070","Bus operates public school days only..Journey commences from Greengate Rd & Merino Cres 3 minutes before Greengate Rd & Riverside Dr time"
"1071","Bus operates public school days only..Bus operates to Quirks Lane via Woodbridge Rd Menangle Rd Finns Rd & Carolls Rd"
"1072","Bus operates public school days only..Bus operates via Narellan Rd & Hurley St direct omitting Macarthur Square"
"1073","Bus operates on public school days only"
"1074","Bus departs from Stand B..Bus operates Friday nights only..Combined Route 884-885 service operating via Airds then Bradbury"
"1075","Bus operates direct along Burragorang Rd omitting The Oaks shops"
"1076","Bus operates between Sturt St & Campbelltown Station via Cordeaux St & Railway St omitting  Dumaresq St"
"1077","Bus operates via Werombi Rd between Silverdale Rd & Bobs Range Rd"
"1078","Departs Stand B"
"1079","During public school holidays bus operates 8 minutes later than time shown"
"1080","Bus operates to Campbelltown Station via Cordeaux St & Railway St omitting Dumaresq St..Bus runs Fridays only"
"1081","Bus operates public school days only..Does not pick up on Merino Cres between Akuna Ave & Greengate Rd"
"1082","Public school days bus continues along Copperfield Dr then via Appin Rd Woodland Rd & St Helens Park Dr omitting Fitzgibbon Ln..Public school holidays operates via normal Route 888"
"1083","Bus operates direct along Burragorang Rd omitting The Oaks shops..Bus operates on public school days only"
"1084","Bus operates from Badgally Rd via North Steyne Rd Harbord Rd Campbelltown Rd Queen St & Railway St to Campbelltown Station.Bus operates public school days only"
"1085","Bus operates full Route 884 via Riverside Dr loop prior to travelling to Wedderburn omitting Briar Rd"
"1086","During public school holidays bus operates 5 minutes later than time shown"
"1087","Combined Route 884-885 service operating via Airds then Bradbury"
"1088","Bus departs from Stand B..Combined Route 884-885 service operating via Airds then Bradbury"
"1089","Bus terminates at corner Waterworth Drive & Welling Road"
"1090","Bus operates to Menangle via Menangle Rd & returns to Campbelltown via Menangle Park"
"1091","Bus operates direct along Burragorang Rd between Oakdale & The Oaks.Bus operates on public school days only"
"1092","Bus operates to Menangle via Menangle Park & returns to Campbelltown via Menangle Rd"
"1288","Bus passes this point on public school holidays only..Bus returns from Lemon Tree to Wyong via Route 13, setting down along Dooralong Rd & Jilliby Rd. For times see opposite direction of Route 12 & 13 timetable"
"1290","Bus operates on school holidays only, displays Route 13 and operates from Tuggerah and Wyong  to Lemon Tree, via Route 13, then returns south along Dicksons Rd via Route 12"
"1291","Bus passes this point on public school days only"
"1292","Board Route 10 bus at Westfield Tuggerah or board Route 13 bus at Wyong Station and change to connecting buses at Jilliby. Drivers are in radio contact in the event of traffic delays"
"1293","Bus operates direct via Main Rd omitting Fravent St area"
"1294","A change of bus is required for travel to Wyong Station and Westfield Tuggerah. Drivers are in radio contact in the event of traffic delays. Please note, connecting bus to Westfield Tuggerah is not wheelchair accessible"
"1295","Bus passes this point on public school holidays only"
"1298","E:All stops to Unanderra, Express Figtree Grv to Wgong Hosp then all stops"
"1299","E:All stops to Unanderra. Express Figtree Grv to Wgong Hosp then all stops"
"1300","A change of bus is required for travel to Wyong Station and Westfield Tuggerah. Drivers are in radio contact in the event of traffic delays. Please note, connecting bus to Westfield Tuggerah is not wheelchair accessible..A change of bus is required for travel to Wyong Station and Westfield Tuggerah. Drivers are in radio contact in the event of traffic delays. Please note, connecting bus to Westfield Tuggerah is not wheelchair accessible"
"1301","A change of bus is required for travel to Wyong Station. Drivers are in radio contact in the event of traffic delays..A change of bus is required for travel to Wyong Station. Drivers are in radio contact in the event of traffic delays"
"1303","Bus passes this point on public school holidays only..Bus passes this point on public school holidays only"
"1304","Bus operates on school holidays only, displays Route 13 and operates from Tuggerah and Wyong  to Lemon Tree, via Route 13, then returns south along Dicksons Rd via Route 12..Bus operates on school holidays only, displays Route 13 and operates from Tuggerah and Wyong  to Lemon Tree, via Route 13, then returns south along Dicksons Rd via Route 12"
"1305","Bus passes this point on public school days only..Bus passes this point on public school days only"
"1306","Board Route 10 bus at Westfield Tuggerah or board Route 13 bus at Wyong Station and change to connecting buses at Jilliby. Drivers are in radio contact in the event of traffic delays..Board Route 10 bus at Westfield Tuggerah or board Route 13 bus at Wyong Station and change to connecting buses at Jilliby. Drivers are in radio contact in the event of traffic delays"
"1308","Bus diverts via Quakers Rd, Narrabri St, Bombala Cres & Ottley St to Arnott Rd, omitting Arnott Rd between Quakers Rd & Ottley St"
"8","Operates on school days only"
"9","Bus operates via Bexley Rd direct omitting Earlwood Shops and Bardwell Park Station"
"10","On school days bus diverts to St Josephs School, Riverwood"
"13","On school days bus diverts to Harcourt Public School, First Ave omitting Seventh Ave between First Ave and Third Ave"
"19","Bus diverts to All Saints Senior School on school days omitting Moorefields Rd between Ada St & Robert St"
"23","Bus diverts public school days from Monash Rd via Lancaster St, Kildare Rd & Walters Rd to Newton Rd omitting part of Newton Rd"
"25","Bus operates public school holidays on Thurdays only"
"26","Bus diverts public school days from corner of Sackville St & Stephen St via Sackville St, Fifth Av, Prince St & Third Av to Blacktown Station, omitting part of Stephen St, Sydney St & Gordon St"
"30","Bus commences from corner Luxford Rd & Kidd Cl 2 minutes earlier"
"33","Bus operates via Windsor Rd direct"
"38","Rouse Hill loop service. Bus operates from Rouse Hill Town Centre direct via Windsor Rd to Mile End Rd & Adelphi St, then returns via normal Route T75 to Rouse Hill Town Centre"
"41","Public school days bus operates via Griffiths St, Viney St, Maple Rd, Debrincat Ave, Aurora Dr, Ellsworth Dr, Forester Rd & Ropes Crossing Bvd, omitting Forrester Rd between Griffiths St & Links Rd"
"44","A change of buses is required to continue journey"
"46","Public school days bus diverts from George St via Ham St, Church St, Rickaby St, George St, Woods Rd, Collith Ave, Rifle Range Rd, Sirius Rd, Colonial Dr, Alexander St, Colonial Dr & Rifle Range Rd to Porpoise Cres. Omits George St between Ham St & Rifle Range Rd, & Rifle Range Rd between George St & Colonial Dr"
"48","Riverstone Township loop service. Bus operates from Riverstone Station normal route T75 to Piccadilly St, then via Riverstone Rd & Railway Tce to Riverstone Station"
"49","Public school days bus diverts from Carlisle Ave via Ropes Creek Rd, Mt Druitt Rd & Great Western Hwy to Carlisle Ave, then via normal route, omitting Carlisle Ave between Ropes Creek Rd & Great Western Hwy"
"52","Bus operates via Parker St direct, omitting Smith St & Bringelly Rd"
"53","Bus operates via Richmond Rd direct to Hill End Rd, omitting Breakfast Rd, Terrigal St, Tambaroora Rd, Falmouth Rd, Tallagandra Dr & Quakers Hill Pkwy"
"56","Public school days bus diverts from Mulgoa Rd via Jeanette St & School House Rd, omitting Mulgoa Rd between Jeanette St & School House Rd"
"57","Public school holidays bus operates through timing point 5 minutes later than time shown"
"58","Bus commences from Trinity Dr & Grange Cres 5 minutes earlier"
"59","Bus diverts from Llandilo Rd via Second Rd & St Marys Rd to Richmond Rd"
"63","Public school holidays bus operates through timing point 10 minutes later than time shown"
"65","Bus operates public school holidays only"
"68","Bus continues to Southee Rd & Castlereagh Rd, arriving 2 minute later"
"69","Bus operates public school days only"
"72","Bus operates from Weir Rd via Farnsworth Ave to Silverdale Rd, omitting Warradale Rd, Marsh Rd & part of Silverdale Rd. Passengers from Silverdale to Penrith should join bus on outward journey"
"73","Bus operates via Luxford Rd direct, omitting Samarai Rd, Moresby Cres & Gasmata Cres"
"77","Hassall Grove loop service. Bus operates from Pringle Ave via Jersey Rd to Hyatts Rd, then returns to Mt Druitt via normal Route 754"
"78","Public school days bus diverts from Derby St via Doonmore St, High St, Lawson St, Henry St & Station St to Penrith Interchange, omitting Derby St & Station St between Doonmore St & Henry St"
"80","Public school holidays bus operates via Derby St, omitting Castlereagh St, Lethbridge St & Colless St"
"82","Public school days, bus operates via Luxford Rd, Halmahera Cres, Bougainville Rd & Copeland Rd, omitting Bougainville Rd between Luxford Rd & Copeland Rd"
"84","Bus commences from corner Glenwood Park Dr & Silkyoak Cl one minute earlier"
"87","Public school days bus diverts from Station St via Derby St, Castlereagh St, Lethbridge St & Colless St to Jamison Rd, omitting High St, part of Castlereagh St, Stafford St, Evan St & part of Jamison Rd"
"89","Public school days bus diverts via Evan St, High St & Lawson St, omitting Henry St between Macquarie St & Lawson St"
"90","Bus operates to Kurrajong Shopping Village first, then returns via Kurrajong Rd & Old Bells Line of Rd"
"93","Bus operates via Riverstone industrial area"
"94","Bus operates from St Marys Station (north side) at time shown"
"96","Public school days bus diverts from The Lakes Dr & Bija Dr via The Lakes Dr, Kutmut St & Muru Dr, omitting Bija Dr"
"97","Catch Route 668 at times shown & change buses at Wilberforce Primary School to continue journey"
"98","Public school days bus operates via Elizabeth St, omitting William St"
"99","Riverstone Township loop service. Bus operates from Riverstone Station via Railway Tce & Riverstone Rd to Piccadilly St, then normal Route T75 back to Riverstone Station"
"100","Public school days bus operates through timing point 10 minutes earlier than time shown"
"101","Bus commences at corner of Power St & Glendenning Rd 4 minutes earlier"
"103","Bus diverts public school days from T-Way via Meurants La, Glenwood Park Dr(East) & Sorrento Dr, omitting Wilson & Sorrento T-Way stations"
